Ticker,Company_Name,Sector,Industry,Market_Cap_Cat,Cap_value
RRKABEL.NS,R R Kabel Ltd.,Industrials,Capital Goods,Small,165919244288
KEC.NS,Kec International Ltd.,Industrials,Construction,Small,163180593152
BIKAJI.NS,Bikaji Foods International Ltd.,Consumer Defensive,Fast Moving Consumer Goods,Small,163110797312
IFCI.NS,IFCI Ltd.,Financial Services,Financial Services,Small,162550956032
GPIL.NS,Godawari Power & Ispat Ltd.,Basic Materials,Capital Goods,Small,162166980608
SOBHA.NS,Sobha Ltd.,Real Estate,Realty,Small,161671626752
TRITURBINE.NS,Triveni Turbine Ltd.,Industrials,Capital Goods,Small,161488355328
JSWCEMENT.NS,JSW Cement Ltd.,Basic Materials,Construction Materials,Small,161451524096
DEVYANI.NS,Devyani International Ltd.,Consumer Cyclical,Consumer Services,Small,160327565312
AARTIIND.NS,Aarti Industries Ltd.,Basic Materials,Chemicals,Small,159892193280
ARE&M.NS,Amara Raja Energy & Mobility Ltd.,Industrials,Automobile and Auto Components,Small,158334353408
NAVA.NS,Nava Ltd.,Industrials,Power,Small,158211866624
CEATLTD.NS,Ceat Ltd.,Consumer Cyclical,Automobile and Auto Components,Small,158054039552
BASF.NS,BASF India Ltd.,Basic Materials,Chemicals,Small,157386588160
EIDPARRY.NS,E.I.D. Parry (India) Ltd.,Basic Materials,Fast Moving Consumer Goods,Small,157345857536
CROMPTON.NS,Crompton Greaves Consumer Electricals Ltd.,Consumer Cyclical,Consumer Durables,Small,157050830848
TBOTEK.NS,TBO Tek Ltd.,Consumer Cyclical,Consumer Services,Small,156321939456
APLLTD.NS,Alembic Pharmaceuticals Ltd.,Healthcare,Healthcare,Small,156055158784
JKTYRE.NS,JK Tyre & Industries Ltd.,Consumer Cyclical,Automobile and Auto Components,Small,155800207360
MAHSCOOTER.NS,Maharashtra Scooters Ltd.,Financial Services,Financial Services,Small,155216560128
ELGIEQUIP.NS,Elgi Equipments Ltd.,Industrials,Capital Goods,Small,153064144896
DATAPATTNS.NS,Data Patterns (India) Ltd.,Industrials,Capital Goods,Small,151436640256
KAJARIACER.NS,Kajaria Ceramics Ltd.,Industrials,Consumer Durables,Small,149238136832
ABREL.NS,Aditya Birla Real Estate Ltd.,Real Estate,Forest Materials,Small,148414611456
CARBORUNIV.NS,Carborundum Universal Ltd.,Industrials,Capital Goods,Small,148371898368
NATCOPHARM.NS,NATCO Pharma Ltd.,Healthcare,Healthcare,Small,147811614720
JUBLPHARMA.NS,Jubilant Pharmova Ltd.,Healthcare,Healthcare,Small,147789611008
DOMS.NS,DOMS Industries Ltd.,Industrials,Fast Moving Consumer Goods,Small,147139411968
VGUARD.NS,V-Guard Industries Ltd.,Industrials,Consumer Durables,Small,146699075584
THELEELA.NS,Leela Palaces Hotels & Resorts Ltd.,Consumer Cyclical,Consumer Services,Small,144269803520
IRCON.NS,IRCON International Ltd.,Industrials,Construction,Small,144152854528
NIVABUPA.NS,Niva Bupa Health Insurance Company Ltd.,Financial Services,Financial Services,Small,143324135424
ZENSARTECH.NS,Zensar Technolgies Ltd.,Technology,Information Technology,Small,142743633920
AGARWALEYE.NS,Dr. Agarwal's Health Care Ltd.,Healthcare,Healthcare,Small,142563377152
TRIDENT.NS,Trident Ltd.,Consumer Cyclical,Textiles,Small,141306068992
POLYMED.NS,Poly Medicure Ltd.,Healthcare,Healthcare,Small,140650577920
CAPLIPOINT.NS,Caplin Point Laboratories Ltd.,Healthcare,Healthcare,Small,139640553472
LTFOODS.NS,LT Foods Ltd.,Consumer Defensive,Fast Moving Consumer Goods,Small,138972512256
BLUEDART.NS,Blue Dart Express Ltd.,Industrials,Services,Small,138808410112
IGIL.NS,International Gemmological Institute (India) Ltd.,Basic Materials,Services,Small,138723262464
CONCORDBIO.NS,Concord Biotech Ltd.,Healthcare,Healthcare,Small,138668785664
VTL.NS,Vardhman Textiles Ltd.,Consumer Cyclical,Textiles,Small,137966190592
MINDACORP.NS,Minda Corporation Ltd.,Consumer Cyclical,Automobile and Auto Components,Small,137450766336
GRANULES.NS,Granules India Ltd.,Healthcare,Healthcare,Small,137398378496
UTIAMC.NS,UTI Asset Management Company Ltd.,Financial Services,Financial Services,Small,136872869888
JBMA.NS,JBM Auto Ltd.,Consumer Cyclical,Automobile and Auto Components,Small,136629862400
BEML.NS,BEML Ltd.,Industrials,Capital Goods,Small,135752261632
INDIAMART.NS,Indiamart Intermesh Ltd.,Communication Services,Consumer Services,Small,135571472384
ABLBL.NS,Aditya Birla Lifestyle Brands Ltd.,Consumer Cyclical,Consumer Services,Small,135314251776
CHENNPETRO.NS,Chennai Petroleum Corporation Ltd.,Energy,Oil Gas & Consumable Fuels,Small,134744702976
WELSPUNLIV.NS,Welspun Living Ltd.,Consumer Cyclical,Textiles,Small,134575038464
ACMESOLAR.NS,ACME Solar Holdings Ltd.,Utilities,Power,Small,134495436800
AKZOINDIA.NS,Akzo Nobel India Ltd.,Basic Materials,Consumer Durables,Small,133364801536
FIVESTAR.NS,Five-Star Business Finance Ltd.,Financial Services,Financial Services,Small,133137883136
OLAELEC.NS,Ola Electric Mobility Ltd.,Consumer Cyclical,Automobile and Auto Components,Small,133034442752
CCL.NS,CCL Products (I) Ltd.,Consumer Defensive,Fast Moving Consumer Goods,Small,131932659712
SWANCORP.NS,Swan Corp Ltd.,Industrials,Chemicals,Small,131024986112
FIRSTCRY.NS,Brainbees Solutions Ltd.,Consumer Cyclical,Consumer Services,Small,130751160320
APTUS.NS,Aptus Value Housing Finance India Ltd.,Financial Services,Financial Services,Small,129778753536
COHANCE.NS,Cohance Lifesciences Ltd.,Healthcare,Healthcare,Small,129651998720
ONESOURCE.NS,Onesource Specialty Pharma Ltd.,Healthcare,Healthcare,Small,128877232128
JWL.NS,Jupiter Wagons Ltd.,Industrials,Capital Goods,Small,127570067456
KIRLOSBROS.NS,Kirloskar Brothers Ltd.,Industrials,Capital Goods,Small,126704664576
USHAMART.NS,Usha Martin Ltd.,Basic Materials,Capital Goods,Small,126572388352
DEEPAKFERT.NS,Deepak Fertilisers & Petrochemicals Corp. Ltd.,Basic Materials,Chemicals,Small,125859864576
CANFINHOME.NS,Can Fin Homes Ltd.,Financial Services,Financial Services,Small,123946532864
BBTC.NS,Bombay Burmah Trading Corporation Ltd.,Consumer Defensive,Fast Moving Consumer Goods,Small,123845132288
KSB.NS,KSB Ltd.,Industrials,Capital Goods,Small,123741880320
ZYDUSWELL.NS,Zydus Wellness Ltd.,Consumer Defensive,Fast Moving Consumer Goods,Small,123469545472
SIGNATURE.NS,Signatureglobal (India) Ltd.,Real Estate,Realty,Small,123452686336
NUVOCO.NS,Nuvoco Vistas Corporation Ltd.,Basic Materials,Construction Materials,Small,123290312704
HOMEFIRST.NS,Home First Finance Company India Ltd.,Financial Services,Financial Services,Small,122337288192
AFCONS.NS,Afcons Infrastructure Ltd.,Industrials,Construction,Small,121552822272
NSLNISP.NS,NMDC Steel Ltd.,Basic Materials,Metals & Mining,Small,121354502144
GRAPHITE.NS,Graphite India Ltd.,Industrials,Capital Goods,Small,121110626304
BSOFT.NS,Birlasoft Ltd.,Technology,Information Technology,Small,120399413248
BLS.NS,BLS International Services Ltd.,Industrials,Consumer Services,Small,119802101760
TECHNOE.NS,Techno Electric & Engineering Company Ltd.,Industrials,Construction,Small,119672266752
SAMMAANCAP.NS,Sammaan Capital Ltd.,Financial Services,Financial Services,Small,119410696192
ZENTEC.NS,Zen Technologies Ltd.,Industrials,Capital Goods,Small,119146659840
GRAVITA.NS,Gravita India Ltd.,Industrials,Metals & Mining,Small,119088349184
JINDALSAW.NS,Jindal Saw Ltd.,Basic Materials,Capital Goods,Small,119058677760
CYIENT.NS,Cyient Ltd.,Industrials,Information Technology,Small,117481119744
FINCABLES.NS,Finolex Cables Ltd.,Industrials,Capital Goods,Small,117159182336
INDGN.NS,Indegene Ltd.,Healthcare,Healthcare,Small,116794122240
JMFINANCIL.NS,JM Financial Ltd.,Financial Services,Financial Services,Small,116791189504
RPOWER.NS,Reliance Power Ltd.,Utilities,Power,Small,116008370176
MANYAVAR.NS,Vedant Fashions Ltd.,Consumer Cyclical,Consumer Services,Small,114428182528
J&KBANK.NS,Jammu & Kashmir Bank Ltd.,Financial Services,Financial Services,Small,113642029056
RAINBOW.NS,Rainbow Childrens Medicare Ltd.,Healthcare,Healthcare,Small,113194967040
MGL.NS,Mahanagar Gas Ltd.,Utilities,Oil Gas & Consumable Fuels,Small,112498008064
ACE.NS,Action Construction Equipment Ltd.,Industrials,Capital Goods,Small,109262897152
BATAINDIA.NS,Bata India Ltd.,Consumer Cyclical,Consumer Durables,Small,109055614976
HFCL.NS,HFCL Ltd.,Technology,Telecommunication,Small,108153643008
WHIRLPOOL.NS,Whirlpool of India Ltd.,Consumer Cyclical,Consumer Durables,Small,108009209856
RITES.NS,RITES Ltd.,Industrials,Construction,Small,107559124992
IEX.NS,Indian Energy Exchange Ltd.,Financial Services,Financial Services,Small,107338539008
GODREJAGRO.NS,Godrej Agrovet Ltd.,Consumer Defensive,Fast Moving Consumer Goods,Small,106932273152
PCBL.NS,PCBL Chemical Ltd.,Basic Materials,Chemicals,Small,106825097216
FINPIPE.NS,Finolex Industries Ltd.,Industrials,Capital Goods,Small,106232512512
TITAGARH.NS,Titagarh Rail Systems Ltd.,Industrials,Capital Goods,Small,105301417984
INTELLECT.NS,Intellect Design Arena Ltd.,Technology,Information Technology,Small,105230090240
RAILTEL.NS,Railtel Corporation Of India Ltd.,Communication Services,Telecommunication,Small,103807533056
JPPOWER.NS,Jaiprakash Power Ventures Ltd.,Utilities,Power,Small,103547469824
SCI.NS,Shipping Corporation of India Ltd.,Industrials,Services,Small,103174479872
AAVAS.NS,Aavas Financiers Ltd.,Financial Services,Financial Services,Small,103115735040
METROPOLIS.NS,Metropolis Healthcare Ltd.,Healthcare,Healthcare,Small,102891593728
HEG.NS,H.E.G. Ltd.,Industrials,Capital Goods,Small,102855450624
SBFC.NS,SBFC Finance Ltd.,Financial Services,Financial Services,Small,102062907392
INOXINDIA.NS,INOX India Ltd.,Industrials,Capital Goods,Small,101754961920
LEMONTREE.NS,Lemon Tree Hotels Ltd.,Consumer Cyclical,Consumer Services,Small,100366688256
RKFORGE.NS,Ramkrishna Forgings Ltd.,Industrials,Automobile and Auto Components,Small,99796254720
VIJAYA.NS,Vijaya Diagnostic Centre Ltd.,Healthcare,Healthcare,Small,99089547264
ELECON.NS,Elecon Engineering Co. Ltd.,Industrials,Capital Goods,Small,99072573440
PVRINOX.NS,PVR INOX Ltd.,Communication Services,Media Entertainment & Publication,Small,98288345088
NCC.NS,NCC Ltd.,Industrials,Construction,Small,98006859776
ENGINERSIN.NS,Engineers India Ltd.,Industrials,Construction,Small,96579395584
JUBLINGREA.NS,Jubilant Ingrevia Ltd.,Basic Materials,Chemicals,Small,96438763520
MMTC.NS,MMTC Ltd.,Industrials,Services,Small,95860473856
HONASA.NS,Honasa Consumer Ltd.,Consumer Defensive,Fast Moving Consumer Goods,Small,92762783744
JYOTHYLAB.NS,Jyothy Labs Ltd.,Consumer Defensive,Fast Moving Consumer Goods,Small,89783943168
BALRAMCHIN.NS,Balrampur Chini Mills Ltd.,Consumer Defensive,Fast Moving Consumer Goods,Small,89221308416
RHIM.NS,RHI MAGNESITA INDIA LTD.,Industrials,Capital Goods,Small,89208619008
LATENTVIEW.NS,Latent View Analytics Ltd.,Industrials,Information Technology,Small,88356962304
ZEEL.NS,Zee Entertainment Enterprises Ltd.,Communication Services,Media Entertainment & Publication,Small,86283460608
SONATSOFTW.NS,Sonata Software Ltd.,Technology,Information Technology,Small,85131919360
TTML.NS,Tata Teleservices (Maharashtra) Ltd.,Communication Services,Telecommunication,Small,85093220352
CLEAN.NS,Clean Science and Technology Ltd.,Basic Materials,Chemicals,Small,84735123456
OLECTRA.NS,Olectra Greentech Ltd.,Industrials,Automobile and Auto Components,Small,83714146304
ABFRL.NS,Aditya Birla Fashion and Retail Ltd.,Consumer Cyclical,Consumer Services,Small,83601498112
CAMPUS.NS,Campus Activewear Ltd.,Consumer Cyclical,Consumer Durables,Small,83426951168
TRIVENI.NS,Triveni Engineering & Industries Ltd.,Consumer Defensive,Fast Moving Consumer Goods,Small,81362272256
ALKYLAMINE.NS,Alkyl Amines Chemicals Ltd.,Basic Materials,Chemicals,Small,79104499712
ALOKINDS.NS,Alok Industries Ltd.,Consumer Cyclical,Textiles,Small,79046623232
TARIL.NS,Transformers And Rectifiers (India) Ltd.,Industrials,Capital Goods,Small,74711269376
NEWGEN.NS,Newgen Software Technologies Ltd.,Technology,Information Technology,Small,74610671616
RCF.NS,Rashtriya Chemicals & Fertilizers Ltd.,Basic Materials,Chemicals,Small,73369010176
BLUEJET.NS,Blue Jet Healthcare Ltd.,Healthcare,Healthcare,Small,71129497600
MAHSEAMLES.NS,Maharashtra Seamless Ltd.,Basic Materials,Capital Goods,Small,70215606272
MAPMYINDIA.NS,C.E. Info Systems Ltd.,Technology,Information Technology,Small,68620967936
AKUMS.NS,Akums Drugs and Pharmaceuticals Ltd.,Healthcare,Healthcare,Small,68596805632
SAPPHIRE.NS,Sapphire Foods India Ltd.,Consumer Cyclical,Consumer Services,Small,68534452224
CERA.NS,Cera Sanitaryware Ltd,Industrials,Consumer Durables,Small,66566791168
DBREALTY.NS,Valor Estate Ltd.,Real Estate,Consumer Services,Small,63803310080
SAREGAMA.NS,Saregama India Ltd,Communication Services,Media Entertainment & Publication,Small,63011438592
TEJASNET.NS,Tejas Networks Ltd.,Technology,Telecommunication,Small,59484917760
HAPPSTMNDS.NS,Happiest Minds Technologies Ltd.,Technology,Information Technology,Small,58274652160
PRAJIND.NS,Praj Industries Ltd.,Industrials,Capital Goods,Small,52690022400
RELINFRA.NS,Reliance Infrastructure Ltd.,Utilities,Power,Small,49627410432
